City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Kurumkan,RU,2021-10-31 23:51:34,54.3,110.3,23.63,84,32,3.74
281,Maridi,SS,2021-10-31 23:51:34,4.9158,29.4742,66.7,89,63,1.61
282,Dingle,PH,2021-10-31 23:51:34,10.9995,122.6711,80.58,83,89,11.12
283,Dinguiraye,GN,2021-10-31 23:51:35,11.3,-10.7167,72.25,83,69,3.51
284,Uige,AO,2021-10-31 23:51:35,-7.6087,15.0613,66.6,99,90,2.75
285,Kensington,AU,2021-10-31 23:51:35,-33.9167,151.2167,72.77,57,0,1.99
286,Hofn,IS,2021-10-31 23:51:35,64.2539,-15.2082,39.09,60,100,22.26
287,Kiama,AU,2021-10-31 23:51:36,-34.6833,150.8667,73.26,53,89,8.01
288,Morro Bay,US,2021-10-31 23:51:36,35.3658,-120.8499,72.48,74,98,1.01
289,Shache,CN,2021-10-31 23:51:36,38.4167,77.2406,45.0,33,23,4.45
290,Jalu,LY,2021-10-31 23:51:37,29.0331,21.5482,65.26,81,55,7.34
291,Mazkeret Batya,IL,2021-10-31 23:51:37,31.8539,34.8386,80.28,34,0,8.05
292,Mayo,US,2021-10-31 23:51:37,38.8876,-76.5119,61.68,69,16,5.99
293,Port Hardy,CA,2021-10-31 23:51:38,50.6996,-127.4199,51.98,50,1,17.27
294,Nicoya,CR,2021-10-31 23:51:38,10.1483,-85.452,80.15,91,100,2.33
295,Batagay-Alyta,RU,2021-10-31 23:49:13,67.8006,130.4114,2.34,87,100,3.27
296,Souillac,MU,2021-10-31 23:51:38,-20.5167,57.5167,70.36,94,40,3.44
297,Aksu,CN,2021-10-31 23:51:39,41.1231,80.2644,43.23,33,0,4.94
298,Poum,NC,2021-10-31 23:51:39,-20.2333,164.0167,75.6,69,21,16.49
299,Fuxin,CN,2021-10-31 23:51:39,42.0156,121.6589,35.8,25,0,4.18
300,Pemangkat,ID,2021-10-31 23:51:40,1.1667,108.9667,79.48,85,100,5.17
301,Balao,EC,2021-10-31 23:51:40,-2.9167,-79.8167,78.71,86,69,6.82
302,Saldanha,ZA,2021-10-31 23:51:40,-33.0117,17.9442,60.85,79,99,10.13
303,Lima,PE,2021-10-31 23:51:00,-12.0432,-77.0282,62.85,72,75,14.97
304,Huaraz,PE,2021-10-31 23:51:41,-9.5333,-77.5333,54.63,84,98,5.37
305,Male,MV,2021-10-31 23:51:38,4.1748,73.5089,84.15,79,20,17.27
306,Formosa,AR,2021-10-31 23:51:41,-26.1775,-58.1781,82.38,61,0,4.61
307,Taiyuan,CN,2021-10-31 23:51:41,37.8694,112.5603,37.26,70,0,2.24
308,Urusha,RU,2021-10-31 23:51:42,54.05,122.9,23.67,58,98,1.81
309,Piacabucu,BR,2021-10-31 23:51:42,-10.4056,-36.4344,77.32,78,83,10.16
310,Bonavista,CA,2021-10-31 23:51:43,48.6499,-53.1147,45.12,92,67,14.63
311,Leeton,AU,2021-10-31 23:51:43,-34.5667,146.4,78.89,28,78,8.05
312,Chengde,CN,2021-10-31 23:51:43,40.9725,117.9361,41.18,69,5,1.14
313,Vardo,NO,2021-10-31 23:51:44,70.3705,31.1107,37.96,75,56,25.37
314,Acarau,BR,2021-10-31 23:51:44,-2.8856,-40.12,80.33,79,39,13.62
315,Mehamn,NO,2021-10-31 23:51:44,71.0357,27.8492,32.45,84,63,14.32
316,Sawakin,SD,2021-10-31 23:51:44,19.1059,37.3321,83.55,76,20,6.93
317,Betong,TH,2021-10-31 23:51:45,5.7743,101.0723,72.32,97,93,1.63
318,Marihatag,PH,2021-10-31 23:52:45,8.7936,126.2969,81.7,77,85,8.21
319,Huarmey,PE,2021-10-31 23:52:45,-10.0681,-78.1522,65.44,80,11,8.21
320,Srivardhan,IN,2021-10-31 23:52:46,18.0333,73.0167,77.43,71,96,4.5
321,Kampong Chhnang,KH,2021-10-31 23:52:46,12.1667,104.55,77.13,88,91,1.34
322,Semey,KZ,2021-10-31 23:52:46,50.4111,80.2275,30.42,86,75,4.47
323,Manakara,MG,2021-10-31 23:52:47,-22.1333,48.0167,71.06,94,78,6.6
324,Sambava,MG,2021-10-31 23:52:47,-14.2667,50.1667,72.43,91,18,4.38
325,Asfi,MA,2021-10-31 23:50:00,32.2994,-9.2372,65.68,87,24,6.42
326,Ginda,IN,2021-10-31 23:52:47,30.6945,78.4932,46.38,39,0,6.17
327,Malanje,AO,2021-10-31 23:52:48,-9.5402,16.341,64.65,98,99,4.99
328,Sioux Lookout,CA,2021-10-31 23:52:48,50.1001,-91.917,34.18,93,90,8.05
329,Ende,ID,2021-10-31 23:52:48,-8.8432,121.6623,83.66,72,93,1.66
330,Cabo San Lucas,MX,2021-10-31 23:52:48,22.8909,-109.9124,84.61,70,19,5.99
331,Abnub,EG,2021-10-31 23:52:49,27.2696,31.1511,75.42,35,11,7.07
332,Jinchang,CN,2021-10-31 23:52:49,38.4953,102.1739,41.27,44,100,3.71
333,Laguna,US,2021-10-31 23:49:36,38.421,-121.4238,69.12,58,20,3.0
334,Pascagoula,US,2021-10-31 23:52:49,30.3658,-88.5561,65.12,85,1,0.0
335,Bairiki,KI,2021-10-31 23:52:50,1.3292,172.9752,87.8,66,20,14.97
336,Birin,NP,2021-10-31 23:52:50,26.8865,88.0718,49.98,76,3,4.68
337,Requena,ES,2021-10-31 23:52:50,39.4883,-1.1004,68.52,82,100,27.36
338,Ayan,RU,2021-10-31 23:52:51,56.45,138.1667,23.77,42,8,3.71
339,Kupino,RU,2021-10-31 23:52:51,54.3663,77.2981,24.62,88,99,8.16
340,Aklavik,CA,2021-10-31 23:52:51,68.2191,-135.0107,36.32,86,100,10.92
341,Ola,RU,2021-10-31 23:52:52,59.5833,151.2833,12.67,50,4,7.72
342,Nanchang,CN,2021-10-31 23:52:52,28.6833,115.8833,63.43,68,100,4.34
343,Arica,CL,2021-10-31 23:52:52,-18.475,-70.3042,67.55,72,0,5.75
344,Salisbury,GB,2021-10-31 23:49:09,51.0693,-1.7957,52.52,71,20,20.71
345,Komsomolskiy,UZ,2021-10-31 23:52:52,40.4272,71.7189,42.22,75,1,6.91
346,Airai,TL,2021-10-31 23:52:53,-8.9266,125.4092,71.19,54,58,1.39
347,Santa Maria,BR,2021-10-31 23:49:17,-29.6842,-53.8069,78.1,65,0,3.44
348,Valparaiso,CL,2021-10-31 23:48:09,-33.0393,-71.6273,58.48,78,75,5.75
349,Raudeberg,NO,2021-10-31 23:52:53,61.9875,5.1352,50.67,69,100,1.99
350,Khani,GE,2021-10-31 23:52:54,41.9563,42.9566,54.97,75,100,6.69
351,Hasaki,JP,2021-10-31 23:51:47,35.7333,140.8333,61.29,77,100,6.46
352,Hobyo,SO,2021-10-31 23:52:54,5.3505,48.5268,80.08,72,15,14.18
353,Holland,US,2021-10-31 23:52:23,42.7875,-86.1089,50.18,50,90,1.99
354,Atar,MR,2021-10-31 23:52:06,20.5169,-13.0499,81.72,18,1,6.22
355,Boffa,GN,2021-10-31 23:52:55,10.1667,-14.0333,74.5,89,68,3.33
356,Okha,RU,2021-10-31 23:51:24,53.5739,142.9478,29.59,57,63,6.6
357,Dongsheng,CN,2021-10-31 23:52:55,39.8161,109.9776,34.27,45,0,5.1
358,Tomatlan,MX,2021-10-31 23:52:55,19.9333,-105.25,79.29,83,11,3.53
359,Bambous Virieux,MU,2021-10-31 23:52:56,-20.3428,57.7575,70.21,94,40,3.44
360,Rudnogorsk,RU,2021-10-31 23:52:56,57.2639,103.7519,27.3,94,100,1.99
361,Soyo,AO,2021-10-31 23:52:56,-6.1349,12.3689,77.07,86,76,8.86
362,Flin Flon,CA,2021-10-31 23:52:57,54.7682,-101.865,33.64,93,75,8.05
363,Excelsior Springs,US,2021-10-31 23:52:57,39.3392,-94.2261,51.84,50,90,3.44
364,Mbandaka,CD,2021-10-31 23:52:57,0.0487,18.2603,70.11,96,100,2.84
365,Boende,CD,2021-10-31 23:52:58,-0.2167,20.8667,68.11,98,100,1.45
366,Nouakchott,MR,2021-10-31 23:52:58,18.0858,-15.9785,82.33,53,100,15.17
367,Castanos,MX,2021-10-31 23:53:58,26.7833,-101.4167,76.96,29,0,4.52
368,Saskylakh,RU,2021-10-31 23:53:59,71.9167,114.0833,6.17,96,97,7.05
369,Radchenko,RU,2021-10-31 23:53:59,56.6803,36.3718,37.04,85,7,8.72
370,Nioro,GM,2021-10-31 23:53:59,13.35,-15.75,76.14,80,82,5.86
371,Cayenne,GF,2021-10-31 23:54:00,4.9333,-52.3333,81.09,84,75,3.0
372,Leningradskiy,RU,2021-10-31 23:54:00,69.3833,178.4167,-1.98,87,99,12.3
373,Solnechnyy,RU,2021-10-31 23:54:00,50.7214,136.6319,30.38,53,1,3.4
374,Fortuna,US,2021-10-31 23:54:00,40.5982,-124.1573,66.47,66,75,3.0
375,Judenburg,AT,2021-10-31 23:54:01,47.1667,14.6667,41.58,98,52,4.59
376,Turukhansk,RU,2021-10-31 23:54:01,65.8167,87.9833,6.78,97,100,2.26
377,Adrar,MR,2021-10-31 23:54:02,20.5022,-10.0711,81.32,20,96,6.91
378,Elizabeth City,US,2021-10-31 23:49:22,36.2946,-76.2511,65.01,81,1,1.01
379,Nyrob,RU,2021-10-31 23:54:02,60.733,56.7202,36.59,98,100,7.31
380,Mandalgovi,MN,2021-10-31 23:54:03,45.7625,106.2708,31.98,52,64,13.35
381,Ciudad Bolivar,VE,2021-10-31 23:54:03,8.1222,-63.5497,78.48,78,96,5.77
382,Puerto Maldonado,PE,2021-10-31 23:54:03,-12.6,-69.1833,82.8,69,0,0.0
383,Salalah,OM,2021-10-31 23:54:04,17.0151,54.0924,76.73,48,9,1.28
384,Chapais,CA,2021-10-31 23:54:04,49.7834,-74.8492,40.78,99,100,1.12
385,Tahta,EG,2021-10-31 23:54:04,26.7693,31.5021,75.31,39,3,9.08
386,Saint-Francois,FR,2021-10-31 23:54:05,46.4154,3.9054,53.47,82,100,8.05
387,Saint-Claude,FR,2021-10-31 23:54:05,46.5,5.8333,56.21,95,100,11.63
388,Daru,PG,2021-10-31 23:54:05,-9.0763,143.2092,82.47,84,96,15.66
389,Guanica,PR,2021-10-31 23:54:05,17.9716,-66.908,82.06,80,11,1.99
390,Kabinda,CD,2021-10-31 23:54:06,-6.1333,24.4833,65.59,95,100,3.42
391,Jakarta,ID,2021-10-31 23:54:06,-6.2146,106.8451,86.09,85,40,0.0
392,Road Town,VG,2021-10-31 23:52:30,18.4167,-64.6167,82.44,74,40,5.75
393,Santana Do Livramento,BR,2021-10-31 23:54:07,-30.8908,-55.5328,69.35,83,22,8.25
394,Abha,SA,2021-10-31 23:54:07,18.2164,42.5053,57.02,54,0,3.44
395,Safaga,EG,2021-10-31 23:54:07,26.7292,33.9365,78.75,48,100,4.65
396,Otane,NZ,2021-10-31 23:54:08,-39.8833,176.6333,67.39,55,48,5.48
397,Zhigansk,RU,2021-10-31 23:54:08,66.7697,123.3711,3.96,95,69,12.86
398,Jaciara,BR,2021-10-31 23:54:08,-15.9653,-54.9683,75.06,83,83,2.48
399,Nynashamn,SE,2021-10-31 23:54:09,58.9034,17.9479,48.11,94,81,8.9
400,Santa Maria Del Oro,MX,2021-10-31 23:54:09,25.9333,-105.3667,70.11,35,17,5.32
401,Ketchikan,US,2021-10-31 23:54:09,55.3422,-131.6461,46.4,73,82,2.64
402,Murray Bridge,AU,2021-10-31 23:54:10,-35.1167,139.2667,78.69,19,9,11.86
403,Mayumba,GA,2021-10-31 23:54:10,-3.432,10.6554,76.95,88,98,8.28
404,Hinton,CA,2021-10-31 23:54:10,53.4001,-117.5857,37.44,35,0,2.66
405,Altamont,US,2021-10-31 23:52:07,42.2068,-121.7372,55.78,64,64,1.01
406,Pevek,RU,2021-10-31 23:54:11,69.7008,170.3133,1.09,94,100,6.22
407,Hirado,JP,2021-10-31 23:54:11,33.3597,129.5531,60.15,51,92,9.31
408,Bandipur,NP,2021-10-31 23:54:11,27.9333,84.4167,52.56,87,11,2.06
409,Estelle,US,2021-10-31 23:54:12,29.8458,-90.1067,71.6,62,1,4.61
410,Porto Santo,PT,2021-10-31 23:54:12,33.072,-16.3415,73.31,94,40,5.75
411,Lasa,IT,2021-10-31 23:54:12,46.6166,10.7002,50.74,99,100,3.71
412,Bako,ET,2021-10-31 23:55:13,5.7833,36.5667,63.75,53,20,5.1
413,Olsztyn,PL,2021-10-31 23:55:13,53.7799,20.4942,42.76,65,34,9.44
414,Constitucion,CL,2021-10-31 23:55:13,-35.3333,-72.4167,51.64,94,72,2.77
415,Aliwal North,ZA,2021-10-31 23:55:14,-30.6937,26.7114,62.83,30,22,3.74
416,Pangnirtung,CA,2021-10-31 23:55:14,66.1451,-65.7125,26.35,97,100,5.14
417,Minab,IR,2021-10-31 23:55:14,27.1467,57.0801,78.3,24,0,4.72
418,Kant,IN,2021-10-31 23:55:15,27.8,79.8,63.21,62,5,2.89
419,Arlit,NE,2021-10-31 23:55:15,18.7369,7.3853,80.85,21,0,8.57
420,Vrangel,RU,2021-10-31 23:55:16,42.7297,133.0839,50.43,75,99,14.03
421,Ust-Nera,RU,2021-10-31 23:55:16,64.5667,143.2,-14.13,99,75,5.95
422,Kahului,US,2021-10-31 23:55:17,20.8947,-156.47,83.97,72,1,1.66
423,Pimentel,PE,2021-10-31 23:55:17,-6.8367,-79.9342,64.69,77,20,20.71
424,Tual,ID,2021-10-31 23:55:17,-5.6667,132.75,84.2,71,99,8.86
425,Mapiripan,CO,2021-10-31 23:55:18,2.8892,-72.1256,73.98,95,97,0.94
426,Emerald,AU,2021-10-31 23:55:18,-23.5333,148.1667,81.99,43,40,17.27
427,Pleasanton,US,2021-10-31 23:51:58,37.6624,-121.8747,66.81,63,1,11.5
428,Balakhninskiy,RU,2021-10-31 23:55:19,58.0106,114.2769,19.29,93,97,2.55
429,Navrongo,GH,2021-10-31 23:55:19,10.8956,-1.0921,82.53,34,99,3.06
430,Riyadh,SA,2021-10-31 23:55:19,24.6877,46.7219,66.34,26,0,5.19
431,Vao,NC,2021-10-31 23:55:19,-22.6667,167.4833,71.76,71,16,13.04
432,Dunedin,NZ,2021-10-31 23:55:20,-45.8742,170.5036,60.8,51,44,5.01
433,Ouegoa,NC,2021-10-31 23:55:20,-20.35,164.4333,80.78,51,27,1.3
434,Nivala,FI,2021-10-31 23:55:20,63.9167,24.9667,43.68,92,100,7.49
435,Pizarro,CO,2021-10-31 23:55:21,4.9533,-77.366,75.87,89,88,3.94
436,Boueni,YT,2021-10-31 23:55:21,-12.9025,45.0761,78.78,78,3,10.25
437,Shakiso,ET,2021-10-31 23:55:21,5.75,38.9167,54.3,84,27,4.23
438,Dali,CN,2021-10-31 23:55:22,25.7,100.1833,50.56,89,0,2.64
439,Aripuana,BR,2021-10-31 23:55:22,-9.1667,-60.6333,76.03,86,95,1.97
440,Puerto Del Rosario,ES,2021-10-31 23:55:23,28.5004,-13.8627,69.55,83,0,9.22
441,Whitehorse,CA,2021-10-31 23:52:48,60.7161,-135.0538,36.37,55,90,15.99
442,Sao Felix Do Xingu,BR,2021-10-31 23:55:23,-6.6447,-51.995,72.23,98,83,1.34
443,Dauriya,RU,2021-10-31 23:55:23,49.9333,116.8667,24.89,50,17,6.6
444,Mnogovershinnyy,RU,2021-10-31 23:55:24,53.9353,139.9242,22.71,72,7,4.16
445,Sampit,ID,2021-10-31 23:55:24,-2.5333,112.95,74.44,98,84,1.63
446,Lusambo,CD,2021-10-31 23:55:24,-4.9667,23.45,69.51,99,100,0.74
447,Krasnoselkup,RU,2021-10-31 23:55:24,65.7,82.4667,5.09,94,100,12.64
448,Vytegra,RU,2021-10-31 23:55:25,61.0064,36.4481,41.61,93,100,7.23
449,Nabire,ID,2021-10-31 23:55:06,-3.3667,135.4833,81.41,81,85,0.94
450,Marzuq,YE,2021-10-31 23:55:25,14.4,46.4667,67.05,58,7,1.79
451,Rawson,AR,2021-10-31 23:53:57,-43.3002,-65.1023,47.5,74,69,12.77
452,Faya,SA,2021-10-31 23:52:08,18.3851,42.4509,57.31,54,3,5.23
453,Jacareacanga,BR,2021-10-31 23:55:26,-6.2222,-57.7528,74.43,92,92,3.4
454,Inyonga,TZ,2021-10-31 23:55:26,-6.7167,32.0667,66.52,85,100,2.15
455,Chiriqui Grande,PA,2021-10-31 23:55:27,8.95,-82.1167,82.08,93,100,4.34
456,Inhambane,MZ,2021-10-31 23:56:27,-23.865,35.3833,69.28,83,20,2.24
457,Kajaani,FI,2021-10-31 23:56:27,64.2273,27.7285,42.85,93,90,5.75
458,Saqqez,IR,2021-10-31 23:56:27,36.2499,46.2735,54.64,63,71,4.59
459,Trairi,BR,2021-10-31 23:54:31,-3.2778,-39.2689,80.22,79,23,10.13
460,Camapua,BR,2021-10-31 23:56:28,-19.5314,-54.0439,71.56,83,34,4.56
461,Necochea,AR,2021-10-31 23:56:28,-38.5473,-58.7368,51.04,76,100,7.67
462,San Antonio,US,2021-10-31 23:53:44,29.4241,-98.4936,80.71,51,1,10.36
463,Beinamar,TD,2021-10-31 23:56:29,8.6698,15.3813,80.65,48,86,3.74
464,Hengshui,CN,2021-10-31 23:56:29,37.7322,115.7011,49.06,86,0,4.16
465,Rocha,UY,2021-10-31 23:56:29,-34.4833,-54.3333,62.35,99,94,5.28
466,Westlock,CA,2021-10-31 23:56:30,54.1502,-113.8688,41.38,41,0,1.14
467,Sanary-Sur-Mer,FR,2021-10-31 23:56:30,43.1178,5.8001,64.36,81,98,5.01
468,Honiara,SB,2021-10-31 23:56:30,-9.4333,159.95,86.56,66,58,4.72
469,Manali,IN,2021-10-31 23:56:31,13.1667,80.2667,78.89,85,100,10.22
470,Nelson Bay,AU,2021-10-31 23:56:31,-32.7167,152.15,74.28,58,98,3.0
471,Dvinskoy,RU,2021-10-31 23:56:31,62.1535,45.1175,38.43,99,100,0.69
472,Xiaoshi,CN,2021-10-31 23:56:31,41.2971,124.1209,30.22,62,10,3.33
473,Kathu,TH,2021-10-31 23:56:32,7.9178,98.3332,81.7,99,68,8.23
474,Brae,GB,2021-10-31 23:56:32,60.3964,-1.353,49.91,92,100,26.89
475,Saint-Denis,FR,2021-10-31 23:56:32,48.9167,2.3333,51.12,86,0,1.01
476,Doiwala,IN,2021-10-31 23:56:33,30.1833,78.1167,60.22,76,0,4.9
477,Tautira,PF,2021-10-31 23:56:33,-17.7333,-149.15,84.22,76,64,14.07
478,Deputatskiy,RU,2021-10-31 23:56:33,69.3,139.9,-6.92,82,100,2.13
479,Ulaangom,MN,2021-10-31 23:56:34,49.9811,92.0667,32.52,56,88,5.37
480,Fiche,ET,2021-10-31 23:56:34,9.8,38.7333,45.37,84,50,3.4
481,Point Fortin,TT,2021-10-31 23:56:34,10.1833,-61.6833,80.53,80,96,9.26
482,Ystad,SE,2021-10-31 23:56:34,55.4297,13.8204,56.14,77,100,22.37
483,Surin,TH,2021-10-31 23:54:24,14.8818,103.4936,75.58,94,73,5.77
484,Buin,CL,2021-10-31 23:56:35,-33.7333,-70.75,68.32,53,100,3.44
485,Voh,NC,2021-10-31 23:56:35,-20.9667,164.7,81.16,51,6,10.87
486,Kununurra,AU,2021-10-31 23:56:35,-15.7667,128.7333,82.38,69,23,6.91
487,Tongren,CN,2021-10-31 23:56:36,27.7172,109.1853,58.59,93,100,2.86
488,Shitanjing,CN,2021-10-31 23:56:36,39.2342,106.3439,39.4,50,20,4.94
489,Lowicz,PL,2021-10-31 23:56:36,52.1071,19.9453,49.24,70,4,7.7
490,Tadine,NC,2021-10-31 23:56:37,-21.55,167.8833,76.14,57,31,13.31
491,Madimba,TZ,2021-10-31 23:56:37,-10.4,40.3333,76.5,83,9,8.3
492,Seddon,AU,2021-10-31 23:56:37,-37.8068,144.8916,73.47,60,0,6.91
493,Zhezkazgan,KZ,2021-10-31 23:56:38,47.8043,67.7144,41.04,79,68,9.62
494,Bajil,YE,2021-10-31 23:56:38,15.0584,43.2851,80.89,65,77,3.04
495,Owando,CG,2021-10-31 23:56:38,-0.4819,15.8999,71.33,98,100,5.23
496,San Rafael,AR,2021-10-31 23:56:38,-34.6177,-68.3301,49.82,68,97,7.09
497,San Carlos De Bariloche,AR,2021-10-31 23:55:12,-41.1456,-71.3082,58.75,31,75,12.66
498,Kaniama,CD,2021-10-31 23:56:39,-7.5667,24.1833,64.81,97,100,0.36
499,Saint-Joseph,RE,2021-10-31 23:56:39,-21.3667,55.6167,67.21,85,23,10.76
500,Sillamae,EE,2021-10-31 23:56:39,59.3997,27.7547,46.17,87,83,10.4
501,Tiptur,IN,2021-10-31 23:56:40,13.2586,76.4783,66.36,96,51,4.47
502,Dalby,AU,2021-10-31 23:57:40,-27.1833,151.2667,71.98,37,92,7.0
503,Verkhnevilyuysk,RU,2021-10-31 23:57:40,63.4453,120.3167,12.9,89,85,5.77
504,Chikwawa,MW,2021-10-31 23:57:41,-16.0335,34.8009,76.93,72,12,3.13
505,Tateyama,JP,2021-10-31 23:57:41,34.9833,139.8667,65.1,85,88,10.8
506,Atambua,ID,2021-10-31 23:57:41,-9.1061,124.8925,82.15,63,64,0.31
507,Syracuse,IT,2021-10-31 23:57:02,37.0881,15.2792,63.32,88,100,7.09
508,Linxi,CN,2021-10-31 23:57:42,39.7,118.4333,45.14,57,6,2.51
509,The Valley,AI,2021-10-31 23:57:42,18.217,-63.0578,82.09,74,20,8.05
510,Nome,US,2021-10-31 23:57:42,64.5011,-165.4064,16.63,92,60,6.08
511,Duku,NG,2021-10-31 23:57:43,11.2361,4.9073,75.24,39,35,3.62
512,Victor Harbor,AU,2021-10-31 23:57:43,-35.5667,138.6167,77.79,62,1,4.72
513,Birjand,IR,2021-10-31 23:57:43,32.8663,59.2211,41.47,42,0,6.91
514,Puerto Carreno,CO,2021-10-31 23:57:43,6.189,-67.4859,77.4,87,71,0.69
515,Anloga,GH,2021-10-31 23:57:44,5.7947,0.8973,82.62,82,100,14.07
516,Juneau,US,2021-10-31 23:57:44,58.3019,-134.4197,40.84,93,90,0.0
517,Vanavara,RU,2021-10-31 23:57:44,60.34,102.2797,22.91,94,100,4.68
518,Sistranda,NO,2021-10-31 23:57:42,63.7256,8.834,48.9,73,74,30.36
519,Oktyabrskoye,RU,2021-10-31 23:57:45,43.0645,44.7417,39.34,100,100,4.47
520,Lang Suan,TH,2021-10-31 23:57:45,9.9456,99.0785,77.09,88,100,3.02
521,Port-Gentil,GA,2021-10-31 23:57:45,-0.7193,8.7815,78.76,89,75,12.66
522,San Policarpo,PH,2021-10-31 23:57:46,12.1791,125.5072,82.31,78,76,14.41
523,Wajima,JP,2021-10-31 23:57:46,37.4,136.9,59.68,94,75,3.44
524,Tsumeb,NA,2021-10-31 23:57:46,-19.2333,17.7167,74.75,10,9,20.42
525,Dakar,SN,2021-10-31 23:57:46,14.6937,-17.4441,81.48,75,100,13.8
526,Tucupita,VE,2021-10-31 23:57:47,9.0622,-62.051,74.59,92,95,3.98
527,Angoche,MZ,2021-10-31 23:57:47,-16.2325,39.9086,75.81,83,0,10.65
528,Koumra,TD,2021-10-31 23:57:47,8.9126,17.5539,78.08,51,84,3.15
529,Nileshwar,IN,2021-10-31 23:57:48,12.25,75.1,77.61,86,50,4.36
530,Ngunguru,NZ,2021-10-31 23:57:48,-35.6167,174.5,64.17,61,84,9.17
531,Los Llanos De Aridane,ES,2021-10-31 23:57:48,28.6585,-17.9182,65.12,46,20,8.99
532,Yima,CN,2021-10-31 23:57:49,34.7381,111.8839,51.1,69,95,7.76
533,Cururupu,BR,2021-10-31 23:57:49,-1.8283,-44.8683,75.97,92,81,3.53
534,Cortez,US,2021-10-31 23:57:49,37.3489,-108.5859,63.52,38,91,5.35
535,Mehran,IR,2021-10-31 23:57:50,33.1222,46.1646,72.88,33,100,3.0
536,Bathsheba,BB,2021-10-31 23:57:50,13.2167,-59.5167,75.81,88,75,11.5
537,Thanh Hoa,VN,2021-10-31 23:57:50,19.8,105.7667,70.9,96,100,3.8
538,Oranjestad,AW,2021-10-31 23:57:50,12.524,-70.027,82.35,74,20,12.66
539,Claveria,PH,2021-10-31 23:57:51,18.6074,121.0832,79.11,80,66,13.58
540,Luganville,VU,2021-10-31 23:57:51,-15.5333,167.1667,83.52,64,17,8.08
541,Haines Junction,CA,2021-10-31 23:57:51,60.7522,-137.5108,44.55,33,98,2.3
542,Conceicao Da Barra,BR,2021-10-31 23:57:52,-18.5933,-39.7322,75.18,82,94,9.71
543,Guerrero Negro,MX,2021-10-31 23:57:52,27.9769,-114.0611,67.91,71,100,13.27
544,Sola,VU,2021-10-31 23:57:52,-13.8833,167.55,80.74,74,19,14.23
545,Lingyuan,CN,2021-10-31 23:57:52,41.24,119.4011,38.19,70,9,2.93
546,Mareeba,AU,2021-10-31 23:57:53,-17.0,145.4333,86.32,62,84,11.16
547,Layou,VC,2021-10-31 23:57:53,13.2,-61.2667,78.28,75,53,8.34
548,Palimbang,PH,2021-10-31 23:57:53,6.2106,124.1894,84.27,70,59,2.91
549,Kushmurun,KZ,2021-10-31 23:57:54,52.4503,64.6311,43.54,84,100,13.62
550,Flinders,AU,2021-10-31 23:58:54,-34.5833,150.8552,73.06,60,95,3.0
551,Puerto Palomas,MX,2021-10-31 23:58:54,31.7667,-107.6167,73.36,18,60,6.29
552,Russell,US,2021-10-31 23:58:55,32.3502,-85.1999,57.11,91,0,5.55
553,Sable-Sur-Sarthe,FR,2021-10-31 23:58:55,47.8376,-0.3329,50.25,86,53,13.0
554,Morgantown,US,2021-10-31 23:56:36,39.6295,-79.9559,55.47,87,86,1.01
555,Save,BJ,2021-10-31 23:58:55,8.0425,2.486,76.82,83,72,5.91
556,Cedral,MX,2021-10-31 23:58:56,23.8,-100.7333,72.81,27,69,6.73
557,Potsdam,DE,2021-10-31 23:54:58,52.3989,13.0657,54.1,82,64,10.4
558,Gasa,PS,2021-10-31 23:58:56,31.5,34.4667,80.58,45,77,13.42
559,Keti Bandar,PK,2021-10-31 23:58:56,24.1447,67.4497,77.4,69,1,10.33
560,Buchanan,LR,2021-10-31 23:58:57,5.8808,-10.0467,76.6,89,95,5.88
561,Taft,IR,2021-10-31 23:58:57,31.7471,54.2088,55.35,36,0,2.3
562,Makat,KZ,2021-10-31 23:58:57,47.6469,53.3463,43.52,82,1,4.76
563,Jocon,HN,2021-10-31 23:58:57,15.2833,-86.9667,72.95,97,43,2.17
