City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Vila Franca Do Campo,PT,2021-11-01 03:40:25,37.7167,-25.4333,73.2,95,100,6.17,overcast clouds
450,Haines Junction,CA,2021-11-01 03:40:05,60.7522,-137.5108,26.55,74,100,1.14,overcast clouds
451,Manggar,ID,2021-11-01 03:40:25,-2.8833,108.2667,81.03,79,100,6.15,overcast clouds
452,Irupi,BR,2021-11-01 03:40:26,-20.3453,-41.6411,63.73,98,100,2.77,overcast clouds
453,Hokitika,NZ,2021-11-01 03:40:26,-42.7167,170.9667,56.88,69,78,9.93,broken clouds
454,Sirsilla,IN,2021-11-01 03:40:26,18.3833,78.8333,77.18,49,80,5.17,broken clouds
455,Port Hedland,AU,2021-11-01 03:40:27,-20.3167,118.5667,82.45,57,40,9.22,scattered clouds
456,Hithadhoo,MV,2021-11-01 03:40:27,-0.6,73.0833,82.45,74,97,20.0,overcast clouds
457,Baruun-Urt,MN,2021-11-01 03:40:27,46.6806,113.2792,38.05,34,11,15.88,few clouds
458,San Carlos De Bariloche,AR,2021-11-01 03:40:28,-41.1456,-71.3082,51.55,40,40,4.61,scattered clouds
459,Rendsburg,DE,2021-11-01 03:40:28,54.3,9.6667,54.34,67,100,5.01,overcast clouds
460,Cabimas,VE,2021-11-01 03:40:28,10.3883,-71.4399,78.89,83,99,8.84,overcast clouds
461,Sayyan,YE,2021-11-01 03:40:29,15.1718,44.3244,50.34,52,4,5.68,clear sky
462,Vieste,IT,2021-11-01 03:40:29,41.8825,16.175,55.9,80,100,13.31,overcast clouds
463,Berlevag,NO,2021-11-01 03:40:29,70.8578,29.0864,34.21,81,90,16.37,overcast clouds
464,Tyret Pervaya,RU,2021-11-01 03:40:30,53.6703,102.3106,35.29,85,100,9.75,light rain
465,Ushtobe,KZ,2021-11-01 03:41:30,45.2514,77.9838,48.02,40,98,16.17,overcast clouds
466,Ndele,CF,2021-11-01 03:41:30,8.4109,20.6473,70.75,72,83,2.77,broken clouds
467,Lagoa,PT,2021-11-01 03:41:31,39.05,-27.9833,68.23,92,100,10.16,overcast clouds
468,Sosua,DO,2021-11-01 03:41:31,19.7667,-70.5167,78.78,100,20,0.0,few clouds
469,Te Anau,NZ,2021-11-01 03:41:31,-45.4167,167.7167,51.04,83,99,6.42,overcast clouds
470,Punto Fijo,VE,2021-11-01 03:41:31,11.6956,-70.1996,80.19,75,99,18.61,overcast clouds
471,Nargana,PA,2021-11-01 03:41:32,9.4428,-78.5906,78.35,86,100,9.31,overcast clouds
472,Ilulissat,GL,2021-11-01 03:38:58,69.2167,-51.1,32.02,86,90,14.97,light snow
473,Leshukonskoye,RU,2021-11-01 03:41:32,64.8989,45.7622,19.98,93,94,6.29,overcast clouds
474,Cristobal Obregon,MX,2021-11-01 03:41:32,16.35,-93.5333,70.86,99,83,2.64,broken clouds
475,Ekhabi,RU,2021-11-01 03:41:33,53.5102,142.9671,31.96,57,36,11.1,scattered clouds
476,Tual,ID,2021-11-01 03:41:33,-5.6667,132.75,84.06,71,90,6.89,overcast clouds
477,Chipinge,ZW,2021-11-01 03:41:33,-20.1883,32.6236,63.36,76,13,2.42,few clouds
478,Arlit,NE,2021-11-01 03:41:34,18.7369,7.3853,78.87,22,31,7.4,scattered clouds
479,Takoradi,GH,2021-11-01 03:36:37,4.8845,-1.7554,77.18,88,100,10.38,overcast clouds
480,Yumen,CN,2021-11-01 03:37:16,40.2833,97.2,49.32,23,100,15.61,overcast clouds
481,Afua,BR,2021-11-01 03:41:34,-0.1567,-50.3867,76.28,93,84,5.21,broken clouds
482,Kumphawapi,TH,2021-11-01 03:41:34,17.1087,103.0149,87.69,69,83,6.55,broken clouds
483,Santa Fe,AR,2021-11-01 03:39:14,-31.6333,-60.7,74.75,78,69,3.0,broken clouds
484,Monte Alegre,BR,2021-11-01 03:41:35,-2.0078,-54.0692,78.22,77,81,3.15,broken clouds
485,Milagres,BR,2021-11-01 03:41:35,-7.3133,-38.9456,83.17,51,89,3.04,overcast clouds
486,Vestmannaeyjar,IS,2021-11-01 03:41:35,63.4427,-20.2734,37.67,69,15,27.09,few clouds
487,Codrington,AU,2021-11-01 03:41:36,-38.2667,141.9667,63.1,68,0,12.15,clear sky
488,Anadyr,RU,2021-11-01 03:41:36,64.75,177.4833,-7.1,77,76,13.42,broken clouds
489,Moindou,NC,2021-11-01 03:41:36,-21.6924,165.677,75.15,70,51,19.15,broken clouds
490,Goirle,NL,2021-11-01 03:41:37,51.5167,5.05,50.22,86,21,5.01,few clouds
491,Boden,SE,2021-11-01 03:41:37,65.8252,21.6886,35.6,100,100,3.91,overcast clouds
492,Kawalu,ID,2021-11-01 03:41:37,-7.3817,108.2082,83.53,74,99,2.91,overcast clouds
493,Shchelkun,RU,2021-11-01 03:41:37,56.3034,60.9483,42.37,85,100,10.22,overcast clouds
494,Cockburn Town,TC,2021-11-01 03:40:44,21.4612,-71.1419,81.88,68,97,9.26,overcast clouds
495,Tura,IN,2021-11-01 03:41:38,25.5198,90.2201,75.18,51,0,0.85,clear sky
496,Margate,GB,2021-11-01 03:41:38,51.3813,1.3862,51.66,74,84,3.0,broken clouds
497,Kanigoro,ID,2021-11-01 03:41:38,-8.13,112.219,77.67,86,100,3.0,overcast clouds
498,Khazar,RU,2021-11-01 03:41:39,41.9974,48.3332,55.8,86,84,8.77,broken clouds
499,Salta,AR,2021-11-01 03:39:15,-24.7859,-65.4117,70.39,76,75,1.99,broken clouds
500,Ketchikan,US,2021-11-01 03:41:39,55.3422,-131.6461,36.07,87,1,0.0,clear sky
501,Teluknaga,ID,2021-11-01 03:41:39,-6.0989,106.6381,92.17,79,40,5.75,moderate rain
502,Paso De Carrasco,UY,2021-11-01 03:41:40,-34.8603,-56.0522,62.74,94,90,11.5,light intensity drizzle
503,Grants Pass,US,2021-11-01 03:40:08,42.439,-123.3284,58.44,91,1,1.01,clear sky
504,Omihachiman,JP,2021-11-01 03:41:40,35.1286,136.0976,71.58,70,100,0.63,overcast clouds
505,Muisne,EC,2021-11-01 03:41:40,0.6,-80.0333,75.88,79,89,4.23,overcast clouds
506,Suhindol,BG,2021-11-01 03:41:41,43.1917,25.1811,43.27,89,16,1.72,few clouds
507,Boralday,KZ,2021-11-01 03:41:41,43.3578,76.8594,42.66,65,75,4.47,broken clouds
508,Montbrison,FR,2021-11-01 03:41:41,45.6667,4.0833,52.14,88,100,4.03,light rain
509,Mecca,SA,2021-11-01 03:40:05,21.4267,39.8261,79.39,55,1,1.1,clear sky
510,Zharkent,KZ,2021-11-01 03:37:32,44.1628,80.0,46.89,60,100,2.91,overcast clouds
511,Sao Miguel Do Tapuio,BR,2021-11-01 03:41:42,-5.5036,-41.3233,78.12,56,78,4.0,broken clouds
512,Yerofey Pavlovich,RU,2021-11-01 03:41:42,53.9667,121.9667,32.61,38,97,3.11,overcast clouds
513,Volchikha,RU,2021-11-01 03:41:42,52.0333,80.3833,30.02,75,100,12.1,overcast clouds
514,Pangody,RU,2021-11-01 03:42:43,65.85,74.4859,-2.96,99,67,5.35,broken clouds
515,Goma,CD,2021-11-01 03:42:43,-1.6792,29.2228,63.32,86,100,2.62,overcast clouds
516,Bilibino,RU,2021-11-01 03:42:43,68.0546,166.4372,-24.09,100,99,1.79,overcast clouds
517,Harbour Breton,CA,2021-11-01 03:42:44,47.4833,-55.7983,48.0,86,100,18.23,overcast clouds
518,Alugan,PH,2021-11-01 03:42:44,12.2188,125.4808,82.53,79,54,13.2,broken clouds
519,Soyo,AO,2021-11-01 03:42:44,-6.1349,12.3689,77.05,84,100,10.51,overcast clouds
520,Puerto Madryn,AR,2021-11-01 03:40:50,-42.7692,-65.0385,48.96,79,100,13.56,overcast clouds
521,Tarnos,FR,2021-11-01 03:42:45,43.5417,-1.4628,58.14,100,75,5.75,light rain
522,Pandan,PH,2021-11-01 03:42:45,14.0453,124.1694,84.15,69,51,11.9,broken clouds
523,Tres Arroyos,AR,2021-11-01 03:42:46,-38.3739,-60.2798,50.47,82,100,5.95,overcast clouds
524,Komsomolskiy,UZ,2021-11-01 03:42:46,40.4272,71.7189,45.32,65,6,4.61,clear sky
525,Tianpeng,CN,2021-11-01 03:42:46,30.9866,103.9393,63.63,67,100,1.57,overcast clouds
526,Littleton,US,2021-11-01 03:42:46,39.6133,-105.0166,49.26,74,90,8.05,overcast clouds
527,Bom Jesus,BR,2021-11-01 03:42:47,-9.0744,-44.3586,78.76,46,82,2.98,broken clouds
528,Katherine,AU,2021-11-01 03:42:47,-14.4667,132.2667,95.32,28,0,9.22,clear sky
529,Palmer,US,2021-11-01 03:42:47,42.1584,-72.3287,55.81,79,75,1.01,broken clouds
530,Kui Buri,TH,2021-11-01 03:42:48,12.0828,99.8543,86.0,70,98,4.99,overcast clouds
531,Teguldet,RU,2021-11-01 03:42:48,57.3064,88.1667,19.2,74,100,10.89,overcast clouds
532,Komatipoort,ZA,2021-11-01 03:42:48,-25.4332,31.9548,66.99,82,0,3.8,clear sky
533,Saint-Pierre,RE,2021-11-01 03:42:49,-21.3393,55.4781,77.58,59,0,2.3,clear sky
534,Astoria,US,2021-11-01 03:40:02,46.1879,-123.8313,54.93,60,20,0.0,few clouds
535,Kesan,TR,2021-11-01 03:42:49,40.8558,26.6303,52.29,90,97,5.32,overcast clouds
536,Inirida,CO,2021-11-01 03:42:49,3.8653,-67.9239,73.6,98,96,2.91,overcast clouds
537,Arroio Dos Ratos,BR,2021-11-01 03:42:50,-30.0772,-51.7292,70.43,98,3,3.24,clear sky
538,Bakel,SN,2021-11-01 03:42:50,14.905,-12.4568,82.51,26,71,2.73,broken clouds
539,Tagusao,PH,2021-11-01 03:42:50,9.1924,117.8141,85.37,68,100,6.87,overcast clouds
540,Baicheng,CN,2021-11-01 03:42:51,45.6167,122.8167,43.21,15,0,2.15,clear sky
541,Luwuk,ID,2021-11-01 03:42:51,-0.9516,122.7875,87.57,65,14,3.44,few clouds
542,Kulhudhuffushi,MV,2021-11-01 03:42:52,6.6221,73.07,80.56,81,100,13.42,overcast clouds
543,Sao Gabriel Da Cachoeira,BR,2021-11-01 03:42:52,-0.1303,-67.0892,73.35,95,81,1.66,broken clouds
544,Cody,US,2021-11-01 03:42:52,44.5263,-109.0565,31.3,73,90,9.22,overcast clouds
545,Gawler,AU,2021-11-01 03:42:53,-34.6,138.7333,84.25,25,0,1.3,clear sky
546,Torrington,US,2021-11-01 03:42:53,41.8007,-73.1212,55.83,92,42,1.01,scattered clouds
547,Seidu,SL,2021-11-01 03:42:53,9.0167,-10.6,67.95,96,88,2.62,light rain
548,Calabozo,VE,2021-11-01 03:42:53,8.9242,-67.4293,74.41,92,100,3.91,overcast clouds
549,Kutum,SD,2021-11-01 03:42:54,14.2,24.6667,71.67,25,28,9.51,scattered clouds
550,Cozumel,MX,2021-11-01 03:42:54,20.5083,-86.9458,79.0,74,40,5.99,scattered clouds
551,Talnakh,RU,2021-11-01 03:38:35,69.4865,88.3972,-13.25,98,87,4.34,overcast clouds
552,Port Pirie,AU,2021-11-01 03:42:54,-33.1833,138.0167,80.69,20,25,11.63,scattered clouds
553,Guerrero Negro,MX,2021-11-01 03:42:55,27.9769,-114.0611,63.37,86,0,9.75,clear sky
554,Kano,NG,2021-11-01 03:42:55,12.0001,8.5167,58.89,77,0,2.3,clear sky
555,Merta,IN,2021-11-01 03:42:55,26.65,74.0333,77.65,25,0,7.85,clear sky
556,Whitianga,NZ,2021-11-01 03:42:56,-36.8333,175.7,65.1,54,76,2.24,broken clouds
557,Sar-E Pul,AF,2021-11-01 03:43:56,35.8333,66.1667,43.23,56,8,1.1,clear sky
558,Letterkenny,IE,2021-11-01 03:43:56,54.95,-7.7333,47.21,91,100,20.13,moderate rain
559,Lac-Megantic,CA,2021-11-01 03:43:57,45.5834,-70.8823,48.22,96,100,10.51,overcast clouds
560,Murgab,TM,2021-11-01 03:43:57,37.4966,61.9714,39.07,81,0,4.61,clear sky
561,Pustoshka,RU,2021-11-01 03:43:57,56.3355,29.369,38.19,88,8,5.39,clear sky
562,Arenapolis,BR,2021-11-01 03:43:58,-14.4503,-56.8461,72.18,84,97,1.81,overcast clouds
563,Solnechnyy,RU,2021-11-01 03:43:58,50.7214,136.6319,37.71,45,4,5.82,clear sky
564,Riyadh,SA,2021-11-01 03:40:57,24.6877,46.7219,62.74,27,0,3.33,clear sky
565,Teya,RU,2021-11-01 03:43:58,60.3778,92.6267,21.11,83,99,9.26,overcast clouds
566,Kartarpur,IN,2021-11-01 03:43:58,31.44,75.4997,71.47,40,0,10.4,clear sky
567,Sulina,RO,2021-11-01 03:43:59,45.1559,29.6536,51.35,81,65,4.9,broken clouds
568,Urubicha,BO,2021-11-01 03:43:59,-15.3833,-62.95,78.21,51,36,2.8,scattered clouds
569,Dali,CN,2021-11-01 03:43:59,25.7,100.1833,66.11,48,4,4.7,clear sky
570,Mbaiki,CF,2021-11-01 03:44:00,3.8678,17.9892,69.49,96,100,2.77,overcast clouds
571,Phonhong,LA,2021-11-01 03:44:00,18.5007,102.4166,85.82,71,81,0.11,broken clouds
572,San Ignacio,BZ,2021-11-01 03:44:00,17.1561,-89.0714,71.74,88,0,4.61,clear sky
573,Izumo,JP,2021-11-01 03:44:01,35.3667,132.7667,69.75,52,75,9.22,broken clouds
574,Weyburn,CA,2021-11-01 03:44:01,49.6668,-103.8511,28.62,69,21,6.91,few clouds
575,Yulara,AU,2021-11-01 03:44:01,-25.2406,130.9889,84.04,42,0,6.91,clear sky
576,Mayumba,GA,2021-11-01 03:44:02,-3.432,10.6554,76.48,88,100,10.45,moderate rain
577,Minas,UY,2021-11-01 03:44:02,-34.3759,-55.2377,61.27,96,99,8.63,overcast clouds
578,Semnan,IR,2021-11-01 03:44:02,35.5729,53.3971,60.12,51,5,1.1,clear sky
579,Nichinan,JP,2021-11-01 03:44:03,31.6,131.3667,74.35,64,85,7.63,overcast clouds
580,Soc Trang,VN,2021-11-01 03:44:03,9.6033,105.98,85.96,65,97,13.49,overcast clouds
581,Kudahuvadhoo,MV,2021-11-01 03:44:03,2.6708,72.8944,83.25,74,16,21.3,few clouds
582,Christchurch,NZ,2021-11-01 03:40:34,-43.5333,172.6333,63.32,67,54,8.01,broken clouds
583,Pangai,TO,2021-11-01 03:44:04,-19.8,-174.35,80.71,61,20,13.8,few clouds
584,Sanok,PL,2021-11-01 03:44:04,49.5557,22.2056,34.41,70,0,7.16,clear sky
585,Feijo,BR,2021-11-01 03:44:04,-8.1642,-70.3536,73.83,92,80,2.64,broken clouds
586,Mbalmayo,CM,2021-11-01 03:44:05,3.5167,11.5,67.96,99,93,4.14,light rain
587,Mtimbira,TZ,2021-11-01 03:44:05,-8.7833,36.35,74.84,75,21,3.09,few clouds
588,Westport,US,2021-11-01 03:43:14,41.1415,-73.3579,58.98,89,20,7.0,few clouds
589,Beruwala,LK,2021-11-01 03:44:06,6.4788,79.9828,80.69,79,100,8.79,overcast clouds
590,Los Llanos De Aridane,ES,2021-11-01 03:44:06,28.6585,-17.9182,70.12,23,0,8.99,clear sky
591,Bose,IT,2021-11-01 03:44:06,45.4612,8.0137,49.21,97,100,1.72,overcast clouds
592,Alakurtti,RU,2021-11-01 03:44:07,66.9672,30.3491,34.63,97,100,11.45,overcast clouds
593,Maldonado,UY,2021-11-01 03:44:07,-34.6667,-54.9167,61.99,96,100,4.72,overcast clouds
594,Darhan,MN,2021-11-01 03:44:07,49.4867,105.9228,40.82,46,100,8.52,overcast clouds
595,Mana,GF,2021-11-01 03:44:07,5.6592,-53.7767,77.7,87,37,7.11,scattered clouds
596,Marsa Matruh,EG,2021-11-01 03:44:08,31.3525,27.2453,64.6,82,0,17.27,clear sky
597,Polunochnoye,RU,2021-11-01 03:44:08,60.8697,60.4153,18.7,94,100,7.14,overcast clouds
598,Santa Marta,CO,2021-11-01 03:44:08,11.2408,-74.199,78.85,83,75,4.61,broken clouds
599,Ferrol,ES,2021-11-01 03:44:09,43.4832,-8.2369,55.92,70,36,12.26,scattered clouds
600,Lynn Haven,US,2021-11-01 03:44:09,30.2455,-85.6483,60.96,86,1,4.61,clear sky
601,Suleja,NG,2021-11-01 03:44:09,9.1758,7.1808,70.21,73,10,0.67,clear sky
602,Tonota,BW,2021-11-01 03:45:10,-21.4833,27.4833,65.89,69,0,8.72,clear sky
603,Lermontovka,RU,2021-11-01 03:45:10,47.1453,134.3383,45.32,34,2,2.91,clear sky
604,Griffith,US,2021-11-01 03:45:10,41.5284,-87.4237,46.11,67,1,3.44,clear sky
605,Egvekinot,RU,2021-11-01 03:45:10,66.3167,-179.1667,-4.99,86,72,6.58,broken clouds
606,Palana,RU,2021-11-01 03:45:11,59.1167,159.9667,14.32,90,99,5.14,light snow
607,Tuatapere,NZ,2021-11-01 03:45:11,-46.1333,167.6833,55.26,74,94,11.59,overcast clouds
608,Ojinaga,MX,2021-11-01 03:45:11,29.5667,-104.4167,76.15,29,1,13.8,clear sky
609,Salmas,IR,2021-11-01 03:45:12,38.1973,44.7653,41.99,72,88,1.28,overcast clouds
610,White Rock,CA,2021-11-01 03:42:58,49.0164,-122.8026,48.56,77,0,1.14,clear sky
611,Bellevue,US,2021-11-01 03:42:46,47.6104,-122.2007,50.04,70,1,1.01,clear sky
612,Bualan,PH,2021-11-01 03:45:12,7.75,124.2667,78.94,71,86,3.49,overcast clouds
613,Odweyne,SO,2021-11-01 03:45:00,9.4092,45.064,70.14,58,52,9.48,broken clouds
614,Road Town,VG,2021-11-01 03:45:13,18.4167,-64.6167,79.0,68,6,12.64,clear sky
615,Coquimbo,CL,2021-11-01 03:44:19,-29.9533,-71.3436,56.93,88,75,2.3,broken clouds
616,Viedma,AR,2021-11-01 03:45:13,-40.8135,-62.9967,47.23,83,100,4.65,overcast clouds
617,Redmond,US,2021-11-01 03:43:03,47.674,-122.1215,50.34,71,4,1.01,clear sky
618,Channel-Port Aux Basques,CA,2021-11-01 03:45:13,47.5702,-59.1367,50.14,94,100,32.86,overcast clouds
619,Beringovskiy,RU,2021-11-01 03:45:14,63.05,179.3167,3.97,91,69,12.64,broken clouds
620,Mumford,GH,2021-11-01 03:45:14,5.2618,-0.759,78.58,86,93,13.2,overcast clouds
621,Nouadhibou,MR,2021-11-01 03:41:16,20.931,-17.0347,66.18,94,100,10.36,overcast clouds
622,Roebourne,AU,2021-11-01 03:45:14,-20.7833,117.1333,81.16,47,0,15.88,clear sky
623,Biloela,AU,2021-11-01 03:45:15,-24.4167,150.5,84.83,30,76,8.37,broken clouds
624,Vao,NC,2021-11-01 03:45:15,-22.6667,167.4833,71.71,77,21,22.41,few clouds
625,Alice Springs,AU,2021-11-01 03:43:12,-23.7,133.8833,83.75,42,26,4.61,scattered clouds
626,Pedernales,DO,2021-11-01 03:45:15,18.0384,-71.744,79.25,73,1,2.55,clear sky
627,Port-Gentil,GA,2021-11-01 03:45:16,-0.7193,8.7815,77.61,87,100,11.05,moderate rain
628,Sandakan,MY,2021-11-01 03:45:16,5.8402,118.1179,82.08,83,40,3.0,thunderstorm
629,Cabangahan,PH,2021-11-01 03:45:16,9.0781,122.9469,85.48,68,76,10.36,broken clouds
630,Ramsar,IR,2021-11-01 03:45:17,36.9226,50.6426,54.84,94,40,2.3,scattered clouds
631,Diego De Almagro,CL,2021-11-01 03:41:28,-26.3667,-70.05,59.67,36,0,2.75,clear sky
632,Pathein,MM,2021-11-01 03:45:17,16.7833,94.7333,84.13,75,100,3.78,overcast clouds
633,Mayor Pablo Lagerenza,PY,2021-11-01 03:45:17,-19.9309,-60.7718,78.39,64,15,4.94,few clouds
634,Adilcevaz,TR,2021-11-01 03:45:18,38.8039,42.7342,51.51,80,100,2.53,overcast clouds
635,Valle De Allende,MX,2021-11-01 03:45:18,26.9333,-105.4,64.53,36,96,1.59,overcast clouds
636,Sioux Falls,US,2021-11-01 03:42:11,43.55,-96.7003,32.95,74,1,3.44,clear sky
637,Ipatovo,RU,2021-11-01 03:45:18,45.7181,42.9036,51.78,89,100,11.95,overcast clouds
638,Grindavik,IS,2021-11-01 03:45:19,63.8424,-22.4338,35.55,80,75,21.85,broken clouds
639,Santa Lucia,ES,2021-11-01 03:45:19,27.9117,-15.5407,61.11,76,40,14.97,scattered clouds
640,Mocuba,MZ,2021-11-01 03:45:19,-16.8392,36.9856,76.01,81,99,0.81,overcast clouds
641,Sirpur,IN,2021-11-01 03:45:20,19.4833,79.6,73.67,52,92,6.24,overcast clouds
642,Nakhon Luang,TH,2021-11-01 03:45:20,14.4628,100.6083,89.33,78,88,5.37,overcast clouds
643,Borovoy,RU,2021-11-01 03:45:20,55.4333,86.0833,24.08,86,90,8.95,overcast clouds
644,Bogorodskoye,RU,2021-11-01 03:45:20,56.55,37.8833,37.35,86,7,8.32,clear sky
645,Vostok,RU,2021-11-01 03:45:21,46.4856,135.8833,43.77,45,6,3.42,clear sky
646,Birao,CF,2021-11-01 03:45:21,10.2849,22.7882,73.44,43,87,1.03,overcast clouds
647,Eldorado,BR,2021-11-01 03:45:21,-23.7869,-54.2836,69.08,90,0,4.59,clear sky
648,Poya,NC,2021-11-01 03:46:22,-21.35,165.15,77.79,65,40,13.78,scattered clouds
649,Kropotkin,RU,2021-11-01 03:46:22,45.4375,40.5756,46.49,93,97,8.28,overcast clouds
650,Laguna,US,2021-11-01 03:45:14,38.421,-121.4238,62.24,79,1,0.0,clear sky
651,Colares,PT,2021-11-01 03:46:22,38.7992,-9.4469,67.68,86,96,5.99,overcast clouds
652,Shahrud,IR,2021-11-01 03:46:23,36.4182,54.9763,56.93,44,19,3.85,few clouds
653,Creston,US,2021-11-01 03:46:23,41.0586,-94.3614,39.85,69,1,4.61,clear sky
654,Zhigansk,RU,2021-11-01 03:43:44,66.7697,123.3711,6.6,94,96,15.86,overcast clouds
655,El Tular,MX,2021-11-01 03:46:23,18.1583,-93.35,69.75,85,28,5.06,scattered clouds
656,Urengoy,RU,2021-11-01 03:46:24,65.9667,78.3667,-4.4,98,45,10.33,scattered clouds
657,Tortoli,IT,2021-11-01 03:46:24,39.9256,9.6572,61.99,77,20,4.61,few clouds
658,Imbituba,BR,2021-11-01 03:42:30,-28.24,-48.6703,69.69,95,82,7.85,broken clouds
659,Severo-Yeniseyskiy,RU,2021-11-01 03:46:25,60.3725,93.0408,18.45,88,100,9.95,light snow
660,Havoysund,NO,2021-11-01 03:46:25,70.9963,24.6622,38.28,82,94,17.18,overcast clouds
661,Kahului,US,2021-11-01 03:46:26,20.8947,-156.47,80.62,74,40,5.75,scattered clouds
662,Skoghall,SE,2021-11-01 03:46:26,59.3232,13.4655,46.96,100,90,13.8,moderate rain
663,Denpasar,ID,2021-11-01 03:43:42,-8.65,115.2167,85.66,83,40,4.61,scattered clouds
664,Bonfim,BR,2021-11-01 03:46:26,3.0833,-59.95,78.4,78,67,6.64,broken clouds
665,North Platte,US,2021-11-01 03:45:13,41.1239,-100.7654,33.69,94,90,0.0,light snow
666,Sangre Grande,TT,2021-11-01 03:46:27,10.5835,-61.1177,78.19,87,98,4.21,overcast clouds
667,Hammerfest,NO,2021-11-01 03:46:27,70.6634,23.6821,37.85,75,92,9.22,overcast clouds
668,Alta Floresta,BR,2021-11-01 03:46:28,-9.8756,-56.0861,70.84,99,100,1.36,light rain
669,Buraydah,SA,2021-11-01 03:46:29,26.326,43.975,66.65,28,14,8.01,few clouds
670,Moron,AR,2021-11-01 03:46:29,-34.6534,-58.6198,62.35,90,91,5.01,overcast clouds
671,Liepaja,LV,2021-11-01 03:46:29,56.5419,21.0367,48.25,81,23,8.05,few clouds
672,Kongolo,CD,2021-11-01 03:46:29,-5.3833,27.0,68.52,96,100,2.37,overcast clouds
